Job Title,Company,Location,Posted Time,Salary,URL,Job Description
Director of Engineering,Arcadia,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 10:25 AM
15 hours ago",,https://www.linkedin.com/jobs/view/4365522409/apply/?openSDUIApplyFlow=true&refId=zLxQ0XdoAx7RlbktvrBBEA%3D%3D&trackingId=5547g0YEBi6kbS9Q4pi5Zw%3D%3D&eBP=CwEAAAGb7rII0q6_3joa4kYuM_G2jLGvDOuzobgU5ZhNTREPls_Lzcf38sORkqeOeMYBOT5x3SomLQYdvo_IoFFIN4iFO289LRrSlKlHK281GnXxl8-u-zlckQzzoLISLdKYnwrW59VCgdFD2nPKsLNMSqX559uVrevaRexKIGFTpMZVZAime9WoMspSoEy6PzL6yDCKp6N2_peov2G4wBVaqUK9Fii5cseAkF3GhZc49O0z27Q5L9NOY55SyAXwJde1CywmjzuNgKs6MWEXc8W4ruti8RDGBF1exYuoJ3W9LIqsZvTFs6EvOlGAk46p956TTkHNcwUTfgmQX0Lasavo_vPby356XZLg8k6gLDKTmzDX8TOBubCo9baNGsb02qCLOWiFtSWVq5s5xCpd1OXyCBMXDjwufGwDA21dTCFpPNfZWHH_NClzXmXPhiTXFnqWanRQ-wEwLrj9ns6YDdRwOc2VTvPu-HybeXt8gqMt5O629T0nk9q0sStY-3KQ5t_R64F_5dtB4mWTOCia2VUhuiZ79YEDSZU7ug5ejdD6mU8,
Associate Software Engineer ,Jerry,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 8:15 PM
5 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Eashbyhq%2Ecom%2FJerry%2Eai%2Fcff7cbb5-bd20-4a60-b617-a119c0b54415%3Futm_source%3D6Vdva5VPyD&urlhash=qv9I&isSdui=true,
"Senior Manager, AI & Ethics Governance ",Scotiabank,"Toronto, ON (On-site)","Posted on January 23, 2026, 6:30 AM
18 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Escotiabank%2Ecom%2Fjob%2FToronto-Senior-Manager%252C-AI-%26-Ethics-Governance-ON-M5H-1H1%2F598090917%2F%3FfeedId%3D354060%26utm_source%3DLinkedInJobPostings%26utm_campaign%3DScotiaBank_Linkedin&urlhash=yskx&isSdui=true,
"Manager, Wealth Reporting Analytics & Automation ",BMO,"Toronto, ON","Posted on January 23, 2026, 2:25 PM
11 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fbmo%2Ewd3%2Emyworkdayjobs%2Ecom%2Fen-US%2FExternal%2Fjob%2FToronto-ON-CAN%2FManager--Wealth-Reporting-Analytics---Automation_R260001957%3Fsource%3DSocial_Linkedin&urlhash=bvB4&isSdui=true,
"Senior Software Developer, Fullstack ",Coursera,"Toronto, ON (Remote)","Posted on January 23, 2026, 7:05 AM
18 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjob-boards%2Egreenhouse%2Eio%2Fcoursera%2Fjobs%2F5728040004%3Fgh_src%3D6d6e4f994us&urlhash=mDG0&isSdui=true,
"Senior Software Engineer, Full Stack",Valence,"Toronto, ON (Remote)","Posted on January 23, 2026, 1:26 PM
12 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Elever%2Eco%2Fvalence%2F7354cba0-cf12-49b1-9e02-9be2670b0aec%2Fapply%3Flever-source%3DLinkedIn&urlhash=-EHu&isSdui=true,
"Insights and Measurement Lead, Sales Intelligence, Tech, & Enablement (SITE), Amazon Ads ",Amazon,"Toronto, ON","Posted on January 23, 2026, 3:27 AM
22 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F3165096%2Finsights-and-measurement-lead-sales-intelligence-tech--enablement-site-amazon-ads%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlhash=5wrh&isSdui=true,
"Director, Global Client and Payment Screening ",RBC,"Toronto, ON","Posted on January 23, 2026, 3:46 PM
9 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Erbc%2Ecom%2Fca%2Fen%2Fjob%2FRBCAA0088R0000156655EXTERNALENCA%2FDirector-Global-Client-and-Payment-Screening%3Futm_source%3DLinkedIn%26utm_medium%3Dphenom-feeds%26utm_campaign%3Drbc_linkedin&urlhash=Izvq&isSdui=true,
"Senior Staff Engineer, Product Software ",Equinix,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 3:10 PM
10 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fcareers%2Eequinix%2Ecom%2Fjobs%2Fsenior-staff-engineer-product-software-toronto-ontario-canada-6d6e85d8-f66c-4b7c-be48-ed557e323a3c%3Fsource%3Dlinkedin%26utm_source%3Dlinkedin&urlhash=xXkt&isSdui=true,
"PhD Intern, Computational Physics-Shape Optimization ","Autodesk, Inc.","Toronto, ON (Hybrid)","Posted on January 23, 2026, 3:45 PM
9 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fautodesk%2Ewd1%2Emyworkdayjobs%2Ecom%2Funi%2Fjob%2FToronto-ON-CAN%2FPhD-Intern--Computational-Physics-Shape-Optimization_26WD94902%3Fsrc%3DJB-10065%26source%3DLinkedIn&urlhash=zFjI&isSdui=true,
"Senior Manager, Development and Validation, Canadian Retail Credit Risk ",Scotiabank,"Toronto, ON (On-site)","Posted on January 23, 2026, 3:01 PM
10 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Escotiabank%2Ecom%2Fjob%2FToronto-Senior-Manager%252C-Development-and-Validation%252C-Canadian-Retail-Credit-Risk-ON-M5H1B6%2F599190317%2F%3FfeedId%3D354060%26utm_source%3DLinkedInJobPostings%26utm_campaign%3DScotiaBank_Linkedin&urlhash=479U&isSdui=true,
Software Engineering Team Lead ,Mediamonks B.V.,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 2:22 PM
11 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fwww%2Emonks%2Ecom%2Fcareers%2Ftoronto%2Fmonksflow-content%2Fsoftware-engineering-team-lead%3Fgh_src%3Da9b949034us&urlhash=J0Ym&isSdui=true,
"Director, Collections Strategy & Performance ",BMO,"Toronto, ON","Posted on January 23, 2026, 2:25 PM
11 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fbmo%2Ewd3%2Emyworkdayjobs%2Ecom%2Fen-US%2FExternal%2Fjob%2FToronto-ON-CAN%2FDirector--Collections-Strategy---Performance_R260001372%3Fsource%3DSocial_Linkedin&urlhash=_uVX&isSdui=true,
"Senior Software Engineer, Localization",AeroVect,"Toronto, ON (Remote)","Posted on January 23, 2026, 3:08 PM
10 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Eashbyhq%2Ecom%2FAeroVect%2Fee9152b6-be36-44a3-a971-50a49a6ad21b%2Fapplication%3Futm_source%3DDg0eqxNkOy&urlhash=XMuh&isSdui=true,
Production Support Co-op - Enterprise Technology & Business Management ,CIBC,"Toronto, ON","Posted on January 23, 2026, 8:17 PM
5 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fcibc%2Ewd3%2Emyworkdayjobs%2Ecom%2Fcampus%2Fjob%2FToronto-ON%2FProduction-Support-Co-op---Enterprise-Technology---Business-Management_2602032-1%3Fsource%3DLinkedIn&urlhash=URFx&isSdui=true,
Inbound Product Manager ,ServiceNow,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 5:42 PM
7 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fcareers%2Eservicenow%2Ecom%2Fjobs%2F744000105194662%2Finbound-product-manager%2F%3Ftrid%3D2d92f286-613b-4daf-9dfa-6340ffbecf73&urlhash=H7Th&isSdui=true,
"Product Group Leader (Director) Digital Application Solutions, Global Deloitte Technology ",Deloitte Canada,"Toronto, ON","Posted on January 23, 2026, 3:24 PM
10 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fcareers%2Edeloitte%2Eca%2Fjob%2FToronto%252C-ON-Product-Group-Leader-%2528Director%2529-Digital-Application-Solutions%252C-Global-Deloitte-Technology-ON-M5C-3G7%2F1358823300%2F%3Futm_source%3DLINKEDIN%26utm_medium%3Dreferrer%26%3Fsrc%3DJB-12762&urlhash=WEIW&isSdui=true,
Senior Data Engineer Consultant,Keyrus,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 6:35 PM
6 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobsfr%2Ekeyrus%2Eca%2Fjobs%2F7108657-senior-data-engineer-consultant&urlhash=bEkw&isSdui=true,
"Senior Manager, CB Business Performance ",RBC,"Toronto, ON","Posted on January 23, 2026, 3:46 PM
9 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Erbc%2Ecom%2Fca%2Fen%2Fjob%2FRBCAA0088R0000155574EXTERNALENCA%2FSenior-Manager-CB-Business-Performance%3Futm_source%3DLinkedIn%26utm_medium%3Dphenom-feeds%26utm_campaign%3Drbc_linkedin&urlhash=B8Mw&isSdui=true,
"Sr Manager, Digital Offers Experience ",Rogers Communications Inc.,"Toronto, ON","Posted on January 23, 2026, 2:39 PM
10 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Erogers%2Ecom%2Fjob%2FToronto-Sr-Manager%252C-Digital-Offers-Experience-ON%2F1354340100%2F%3FfeedId%3D23200%26utm_source%3DLinkedInJobPostings%26utm_campaign%3DRogers_PremiumFeeds&urlhash=ubGx&isSdui=true,
"Analyste, Intelligence d?€?Affaires ",CBC/Radio Canada,"Toronto, ON (On-site)","Posted on January 23, 2026, 2:17 PM
11 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fcbcrc%2Ewd3%2Emyworkdayjobs%2Ecom%2Ffr-CA%2FCBC_Radio-Canada_Jobs%2Fjob%2FToronto-ON%2FBusiness-Intelligence-Analyst_JR00006640&urlhash=P_dN&isSdui=true,
"Senior Manager, Analytics & Experimentation // Gestionnaire senior, Analyse et exp??rimentation ",Mistplay Inc,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 11:03 PM
2 hours ago",,https://www.linkedin.com/jobs/view/4365646253/apply/?openSDUIApplyFlow=true&refId=oh99P%2FKrGKxEmJs0VE3seg%3D%3D&trackingId=5Xhn4oBjVOBDlbL1qFyTrA%3D%3D&eBP=NOT_ELIGIBLE_FOR_CHARGING,
"Propri??taire de produit, IA agentique ",Rogers Communications Inc.,"Toronto, ON","Posted on January 23, 2026, 2:38 AM
22 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Erogers%2Ecom%2Fjob%2FToronto-Propri%25C3%25A9taire-de-produit%252C-IA-agentique-ON%2F1355460200%2F%3FfeedId%3D23200%26utm_source%3DLinkedInJobPostings%26utm_campaign%3DRogers_PremiumFeeds&urlhash=ITXF&isSdui=true,
